,Order_Number,Order_Date,Customer_Names,Channel,Product_Name,Order_Quantity,Unit_Price,Line_Total,Total_Unit_Cost,State_Code,County,State,Region,Latitude,Longitude,2017_Budgets
40579,SO - 0010343,2016-08-17,Zava Group,Wholesale,Product 2,10,2499.1,24991.0,2099.2439999999997,WA,Franklin County,Washington,West,46.23958,-119.10057,
40580,SO - 0010520,2016-08-17,Chatterpoi Corp,Wholesale,Product 7,10,207.70000000000002,2077.0,137.08200000000002,KS,Wyandotte County,Kansas,Midwest,39.11417,-94.62746,
40581,SO - 0003450,2016-08-17,Z.H.T. Group,Wholesale,Product 24,10,254.6,2546.0,178.22,ME,Cumberland County,Maine,Northeast,43.66147,-70.25533,
40582,SO - 0005007,2016-08-17,CARDINAL Group,Distributor,Product 22,7,3370.1,23590.7,2763.482,IL,Lake County,Illinois,Midwest,42.36363,-87.84479,
40583,SO - 0005361,2016-08-17,Colgate-Pa Group,Wholesale,Product 1,9,670.0,6030.0,435.5,AZ,Pinal County,Arizona,West,33.1911,-111.528,
40584,SO - 0005477,2016-08-17,Buzzshare Company,Distributor,Product 28,7,1996.6000000000001,13976.2,1477.4840000000002,IA,Johnson County,Iowa,Midwest,41.66113,-91.53017,
40585,SO - 0006588,2016-08-17,Janyx Group,Distributor,Product 15,10,5614.6,56146.0,3761.7820000000006,CA,Orange County,California,West,33.61891,-117.92895,
40586,SO - 0010421,2016-08-17,Skiptube Ltd,Distributor,Product 25,5,1065.3,5326.5,820.281,NC,Buncombe County,North Carolina,South,35.60095,-82.55402,
40587,SO - 0009389,2016-08-17,Amerisourc Corp,Distributor,Product 2,8,1172.5,9380.0,527.625,CA,Contra Costa County,California,West,38.02798,-121.88468,
40588,SO - 0009175,2016-08-17,Skidoo Company,Wholesale,Product 26,12,991.6,11899.2,505.716,CA,San Joaquin County,California,West,37.9577,-121.29078,
40589,SO - 000930,2016-08-17,Vinte Group,Export,Product 25,12,1072.0,12864.0,675.36,IA,Warren County/Polk County,Iowa,Midwest,41.57259,-93.61024,
40590,SO - 0002088,2016-08-17,Sanum-Kehl Group,Wholesale,Product 26,6,1299.8,7798.799999999999,1026.842,CA,Los Angeles County,California,West,34.14251,-118.25508,
40591,SO - 0002153,2016-08-17,Terumo Corp,Wholesale,Product 22,6,1065.3,6391.799999999999,628.5269999999999,MN,Dakota County,Minnesota,Midwest,44.73191,-93.21772,
40592,SO - 0003750,2016-08-17,The Ltd,Wholesale,Product 23,7,1728.6000000000001,12100.2,1175.448,NJ,Hudson County,New Jersey,Northeast,40.79416,-74.02495,
40593,SO - 0003918,2016-08-17,Meejo Corp,Wholesale,Product 26,6,1105.5,6633.0,851.235,IL,Cook County,Illinois,Midwest,41.71087,-87.75811,
40594,SO - 0004374,2016-08-17,SHISEIDO Ltd,Wholesale,Product 6,5,1098.8,5494.0,933.9799999999999,IL,Cook County,Illinois,Midwest,42.02803,-88.20364,
40595,SO - 0008865,2016-08-17,Kare Corp,Wholesale,Product 1,7,2874.3,20120.100000000002,1667.094,FL,St. Lucie County,Florida,South,27.29393,-80.35033,
40596,SO - 0008375,2016-08-17,Aibox Company,Wholesale,Product 12,7,214.4,1500.8,124.35199999999999,NJ,Middlesex County,New Jersey,Northeast,40.48622,-74.45182,
40597,SO - 0008928,2016-08-17,Skiptube Ltd,Export,Product 10,9,2626.4,23637.600000000002,1391.9920000000002,CA,San Diego County,California,West,33.20004,-117.24254,
40598,SO - 0010736,2016-08-17,Oozz Group,Distributor,Product 19,5,3631.4,18157.0,2033.5840000000003,CA,Los Angeles County,California,West,34.13973,-118.03534,
40599,SO - 000177,2016-08-18,Remedy Ltd,Wholesale,Product 25,7,1011.7,7081.900000000001,799.243,TX,Rockwall County/Collin County/Dallas County,Texas,South,32.90983,-96.63033,
40600,SO - 0002999,2016-08-18,The Ltd,Wholesale,Product 23,6,1333.3,7999.799999999999,599.985,CA,San Bernardino County,California,West,34.50083,-117.18588,
40601,SO - 0003494,2016-08-18,Zoonoodle Ltd,Wholesale,Product 25,5,2324.9,11624.5,953.209,IL,Sangamon County,Illinois,Midwest,39.80172,-89.64371,
40602,SO - 0003670,2016-08-18,US Ltd,Distributor,Product 18,10,5366.7,53667.0,3542.022,NY,Erie County,New York,Northeast,42.88645,-78.87837,
40603,SO - 0007893,2016-08-18,Eire Corp,Export,Product 25,11,1989.9,21888.9,1373.031,NY,New York County,New York,Northeast,40.72833,-73.99417,
40604,SO - 0010703,2016-08-18,Fivechat Company,Distributor,Product 27,10,884.4,8844.0,725.208,PA,Lehigh County,Pennsylvania,Northeast,40.60843,-75.49018,
40605,SO - 0001657,2016-08-18,Mylan Corp,Wholesale,Product 3,11,3041.8,33459.8,1551.3180000000002,CA,Solano County,California,West,38.35658,-121.98774,
40606,SO - 0002619,2016-08-18,Neutrogena Ltd,Wholesale,Product 16,7,3825.7000000000003,26779.9,2180.649,IL,DuPage County,Illinois,Midwest,41.86614,-88.10701,
40607,SO - 0007429,2016-08-18,American Corp,Wholesale,Product 3,6,3966.4,23798.4,2974.8,TX,Jefferson County,Texas,South,30.08605,-94.10185,
40608,SO - 0007733,2016-08-18,State Ltd,Distributor,Product 16,10,3195.9,31959.0,1981.458,PA,Bucks County,Pennsylvania,Northeast,40.15511,-74.82877,
40609,SO - 0008226,2016-08-18,Tambee Company,Wholesale,Product 20,11,938.0,10318.0,684.74,IL,DuPage County,Illinois,Midwest,41.7543,-87.97753,
40610,SO - 000684,2016-08-18,Skidoo Company,Wholesale,Product 6,8,857.6,6860.8,591.7439999999999,IL,Lake County,Illinois,Midwest,42.19779,-87.94553,
40611,SO - 0001363,2016-08-18,Browsebug Company,Export,Product 25,10,964.8000000000001,9648.0,762.1920000000001,FL,Hillsborough County,Florida,South,28.01057,-82.57732,
40612,SO - 0002704,2016-08-18,Quimm Company,Wholesale,Product 30,8,1031.8,8254.4,423.03799999999995,CT,Hartford County,Connecticut,Northeast,41.7607,-72.60765,
40613,SO - 0003038,2016-08-18,Skajo Ltd,Wholesale,Product 7,12,174.20000000000002,2090.4,97.55200000000002,OK,Rogers County/Wagoner County/Osage County/Tulsa County,Oklahoma,South,36.12795,-95.90232,
40614,SO - 0004243,2016-08-18,Avavee Group,Wholesale,Product 19,12,5842.400000000001,70108.8,4790.768,MA,Middlesex County,Massachusetts,Northeast,42.3751,-71.10561,
40615,SO - 0004422,2016-08-18,Blogspan Ltd,Distributor,Product 3,12,5822.3,69867.6,2736.4809999999998,LA,Orleans Parish,Louisiana,South,29.95465,-90.07507,
40616,SO - 0005144,2016-08-18,Skiptube Ltd,Distributor,Product 25,11,964.8000000000001,10612.800000000001,685.008,MN,Hennepin County,Minnesota,Midwest,45.07246,-93.45579,
40617,SO - 0006045,2016-08-18,Cadila Ltd,Wholesale,Product 13,12,1139.0,13668.0,569.5,CA,San Bernardino County,California,West,34.09223,-117.43505,
40618,SO - 000345,2016-08-18,CARDINAL Group,Wholesale,Product 10,8,2586.2000000000003,20689.600000000002,1681.0300000000002,NJ,Ocean County,New Jersey,Northeast,39.99426,-74.16615,
40619,SO - 000619,2016-08-18,Feednation Corp,Distributor,Product 29,8,1078.7,8629.6,755.09,CT,New Haven County,Connecticut,Northeast,41.53815,-72.80704,
40620,SO - 0005370,2016-08-18,Centizu Company,Distributor,Product 17,7,1085.4,7597.800000000001,629.532,CA,Riverside County,California,West,33.77974,-116.46529,
40621,SO - 0006246,2016-08-18,Skiptube Ltd,Wholesale,Product 14,11,1246.2,13708.2,510.942,CT,Hartford County,Connecticut,Northeast,41.76204,-72.74204,
40622,SO - 0007666,2016-08-18,Skajo Ltd,Wholesale,Product 18,9,1165.8,10492.199999999999,606.216,WA,King County/Pierce County,Washington,West,47.30377,-122.21,
40623,SO - 0008861,2016-08-18,Wise Company,Export,Product 8,12,2291.4,27496.800000000003,1695.636,FL,Broward County,Florida,South,26.00315,-80.22394,
40624,SO - 0001367,2016-08-18,Divanoodle Ltd,Distributor,Product 20,6,2954.7000000000003,17728.2,2511.4950000000003,MS,Harrison County,Mississippi,South,30.36742,-89.09282,
40625,SO - 0002325,2016-08-18,Nlounge Ltd,Wholesale,Product 10,12,978.2,11738.400000000001,674.958,GA,Fulton County/Cobb County,Georgia,South,34.03945,-84.35095,
40626,SO - 0002633,2016-08-18,Aromaticos Company,Wholesale,Product 24,10,2907.8,29078.0,2297.1620000000003,IA,Story County,Iowa,Midwest,42.03471,-93.61994,
40627,SO - 0003332,2016-08-18,American Corp,Wholesale,Product 19,8,1072.0,8576.0,546.72,FL,Broward County,Florida,South,26.00315,-80.22394,
40628,SO - 0005291,2016-08-18,SUPERVALU Ltd,Wholesale,Product 20,6,1815.7,10894.2,1379.932,CA,Contra Costa County,California,West,37.90631,-122.06496,
40629,SO - 0006074,2016-08-18,Johnson Ltd,Wholesale,Product 6,5,2438.8,12194.0,1926.6520000000003,CA,Tulare County,California,West,36.33023,-119.29206,
40630,SO - 0007287,2016-08-18,Skiptube Ltd,Distributor,Product 25,5,1065.3,5326.5,820.281,IL,Will County,Illinois,Midwest,41.50829,-88.08257,
40631,SO - 0010584,2016-08-18,Vinte Group,Distributor,Product 30,9,884.4,7959.599999999999,548.328,MN,Hennepin County,Minnesota,Midwest,44.8408,-93.29828,
40632,SO - 0009783,2016-08-18,Cogilith Group,Distributor,Product 25,7,1018.4,7128.8,672.144,CO,Adams County/Weld County,Colorado,West,39.91942,-104.94281,
40633,SO - 0001246,2016-08-18,Browsetype Corp,Distributor,Product 26,11,261.3,2874.3,172.45800000000003,NJ,Essex County,New Jersey,Northeast,40.76732,-74.20487,
40634,SO - 0001532,2016-08-18,Skyble Corp,Wholesale,Product 2,12,3973.1,47677.2,1708.433,MI,Wayne County,Michigan,Midwest,42.33143,-83.04575,
40635,SO - 0003229,2016-08-18,Terumo Corp,Wholesale,Product 19,7,3973.1,27811.7,1708.433,MI,Oakland County,Michigan,Midwest,42.48948,-83.14465,
40636,SO - 0005321,2016-08-18,Pixoboo Corp,Wholesale,Product 15,6,2318.2000000000003,13909.2,1414.102,CA,San Diego County,California,West,32.79477,-116.96253,
40637,SO - 0006112,2016-08-18,Actavis Company,Wholesale,Product 5,7,5587.8,39114.6,3017.4120000000003,CA,Sacramento County,California,West,38.60336,-121.38005,
40638,SO - 0007159,2016-08-18,Bluezoom Group,Wholesale,Product 4,7,938.0,6566.0,384.58,CA,Contra Costa County,California,West,38.02798,-121.88468,
40639,SO - 0007453,2016-08-18,Mydeo Ltd,Export,Product 13,12,730.3000000000001,8763.6,452.78600000000006,CT,Hartford County,Connecticut,Northeast,41.67176,-72.94927,
40640,SO - 0009367,2016-08-18,Centizu Company,Distributor,Product 13,8,1011.7,8093.6,728.424,IL,McLean County,Illinois,Midwest,40.47578,-88.96991,
40641,SO - 0009124,2016-08-18,Yodoo Ltd,Wholesale,Product 22,9,227.8,2050.2000000000003,150.348,MI,Calhoun County,Michigan,Midwest,42.32115,-85.17971,
40642,SO - 0008249,2016-08-18,Aldi Ltd,Wholesale,Product 25,7,3504.1,24528.7,2207.583,FL,Broward County,Florida,South,26.25175,-80.17894,
40643,SO - 0002174,2016-08-19,Z.H.T. Group,Distributor,Product 25,7,2579.5,18056.5,2140.9849999999997,RI,Providence County,Rhode Island,Northeast,41.77982,-71.43728,
40644,SO - 0002640,2016-08-19,Fivebridge Ltd,Distributor,Product 1,7,2358.4,16508.8,1462.208,TX,Lubbock County,Texas,South,33.57786,-101.85517,
40645,SO - 0003452,2016-08-19,Skinder Group,Export,Product 26,7,261.3,1829.1000000000001,164.619,KS,Shawnee County,Kansas,Midwest,39.04833,-95.67804,
40646,SO - 0004646,2016-08-19,Jabbercube Corp,Wholesale,Product 25,5,3859.2000000000003,19296.0,2855.808,IL,DuPage County,Illinois,Midwest,41.948,-87.98061,
40647,SO - 0005285,2016-08-19,Skyvu Group,Wholesale,Product 17,9,1038.5,9346.5,498.47999999999996,AL,Limestone County/Morgan County,Alabama,South,34.57332,-86.99214,
40648,SO - 0005512,2016-08-19,Talane Group,Wholesale,Product 5,5,1849.2,9246.0,1128.012,CT,Hartford County,Connecticut,Northeast,41.78232,-72.61203,
40649,SO - 0008304,2016-08-19,WOCKHARDT Group,Export,Product 26,7,2552.7000000000003,17868.9,1480.566,CA,Los Angeles County,California,West,33.84918,-118.38841,
40650,SO - 0008750,2016-08-19,Rooxo Company,Wholesale,Product 13,7,1996.6000000000001,13976.2,1557.3480000000002,MO,Buchanan County,Missouri,Midwest,39.76861,-94.84663,
40651,SO - 0009426,2016-08-19,Bluezoom Group,Wholesale,Product 13,12,2311.5,27738.0,1109.52,WA,Spokane County,Washington,West,47.67323,-117.23937,
40652,SO - 000681,2016-08-19,Zoomzone Corp,Wholesale,Product 25,10,194.3,1943.0,136.01,FL,Lee County,Florida,South,26.62535,-81.6248,
40653,SO - 0003139,2016-08-19,Mycone Ltd,Distributor,Product 19,10,3591.2000000000003,35912.0,2729.3120000000004,CO,Pueblo County,Colorado,West,38.25445,-104.60914,
40654,SO - 0003903,2016-08-19,NARS Group,Wholesale,Product 14,5,3336.6,16683.0,2469.084,TX,Hidalgo County,Texas,South,26.30174,-98.16334,
40655,SO - 0005971,2016-08-19,Cogilith Group,Distributor,Product 2,9,1112.2,10009.800000000001,800.784,CA,Stanislaus County,California,West,37.6391,-120.99688,
40656,SO - 0006748,2016-08-19,Avavee Group,Distributor,Product 6,12,1125.6000000000001,13507.2,956.7600000000001,MD,Montgomery County,Maryland,South,38.98067,-77.10026,
40657,SO - 0009844,2016-08-19,Centizu Company,Wholesale,Product 13,5,2405.3,12026.5,986.173,MI,Macomb County,Michigan,Midwest,42.58031,-83.0302,
40658,SO - 0010263,2016-08-19,Roomm Company,Wholesale,Product 5,12,1072.0,12864.0,846.88,MI,Oakland County,Michigan,Midwest,42.66198,-83.38792,
40659,SO - 0003333,2016-08-19,Organon Corp,Export,Product 14,7,5406.900000000001,37848.3,4487.727,NJ,Essex County,New Jersey,Northeast,40.72386,-74.23252,
40660,SO - 0003699,2016-08-19,Golden Corp,Distributor,Product 2,8,6331.5,50652.0,2975.805,TN,Hamilton County,Tennessee,South,35.04563,-85.30968,
40661,SO - 0003937,2016-08-19,The Ltd,Export,Product 30,8,5601.2,44809.6,2296.4919999999997,CA,Los Angeles County,California,West,33.99307,-117.96868,
40662,SO - 0005746,2016-08-19,Zoomzone Corp,Export,Product 14,10,5058.5,50585.0,3844.46,IL,Cook County,Illinois,Midwest,41.84333,-87.79093,
40663,SO - 0010153,2016-08-19,Pfizer Corp,Wholesale,Product 21,6,964.8000000000001,5788.8,578.88,PA,Lehigh County,Pennsylvania,Northeast,40.60843,-75.49018,
40664,SO - 000141,2016-08-19,Cogilith Group,Wholesale,Product 14,9,2405.3,21647.7,1587.4980000000003,CT,Fairfield County,Connecticut,Northeast,41.05343,-73.53873,
40665,SO - 0001731,2016-08-19,Voonyx Group,Wholesale,Product 7,7,194.3,1360.1000000000001,79.663,NH,Hillsborough County,New Hampshire,Northeast,42.99564,-71.45479,
40666,SO - 0004124,2016-08-19,Buzzshare Company,Wholesale,Product 26,9,221.1,1989.8999999999999,134.87099999999998,IL,DuPage County,Illinois,Midwest,41.94563,-88.08462,
40667,SO - 0005176,2016-08-19,Remedy Ltd,Wholesale,Product 11,5,3819.0,19095.0,2940.63,PA,Lackawanna County,Pennsylvania,Northeast,41.40897,-75.66241,
40668,SO - 0005207,2016-08-19,Eire Corp,Wholesale,Product 26,10,857.6,8576.0,497.40799999999996,IL,Will County/DuPage County,Illinois,Midwest,41.74917,-88.16202,
40669,SO - 0005453,2016-08-19,Zoonoodle Ltd,Wholesale,Product 14,5,227.8,1139.0,186.796,PA,Delaware County,Pennsylvania,Northeast,39.94901,-75.28912,
40670,SO - 0005513,2016-08-19,ALK-Abello Ltd,Distributor,Product 2,10,3303.1,33031.0,2312.1699999999996,CA,Yolo County,California,West,38.58046,-121.53023,
40671,SO - 0005948,2016-08-19,Skinder Group,Export,Product 5,6,5835.7,35014.2,2917.85,NV,Clark County,Nevada,West,36.10803,-115.245,
40672,SO - 0010621,2016-08-19,Roberts Company,Distributor,Product 3,6,214.4,1286.4,145.792,TX,Johnson County/Tarrant County/Ellis County,Texas,South,32.56919,-97.12053,
40673,SO - 0008516,2016-08-19,Deseret Group,Wholesale,Product 14,9,5956.3,53606.700000000004,4467.225,CA,Orange County,California,West,33.75918,-118.00673,
40674,SO - 000528,2016-08-19,Bath Group,Wholesale,Product 18,7,1031.8,7222.599999999999,464.31,WA,Pierce County,Washington,West,47.25288,-122.44429,
40675,SO - 0001401,2016-08-19,Z.H.T. Group,Wholesale,Product 17,9,1715.2,15436.800000000001,943.3600000000001,WA,King County,Washington,West,47.32232,-122.31262,
40676,SO - 0003342,2016-08-19,Lazzy Group,Wholesale,Product 14,5,2452.2000000000003,12261.000000000002,1054.4460000000001,TX,Williamson County/Travis County,Texas,South,30.51457,-97.81922,
40677,SO - 0003723,2016-08-19,Skidoo Company,Export,Product 19,12,1849.2,22190.4,1312.932,KS,Johnson County,Kansas,Midwest,38.8814,-94.81913,
40678,SO - 0004023,2016-08-19,Camido Company,Wholesale,Product 26,5,1775.5,8877.5,1384.89,MT,Yellowstone County,Montana,West,45.78329,-108.50069,
40679,SO - 0005294,2016-08-19,Geiss Company,Wholesale,Product 25,9,214.4,1929.6000000000001,139.36,IL,Cook County,Illinois,Midwest,42.02911,-88.08951,
40680,SO - 0006059,2016-08-19,NARS Group,Distributor,Product 3,5,891.1,4455.5,730.702,CA,Los Angeles County,California,West,34.05529,-117.75228,
40681,SO - 0008258,2016-08-19,Geiss Company,Wholesale,Product 26,12,3095.4,37144.8,2073.918,MO,Christian County/Greene County,Missouri,Midwest,37.19415,-93.2913,
40682,SO - 0008233,2016-08-19,Realbuzz Ltd,Wholesale,Product 5,5,5916.1,29580.5,3253.8550000000005,MI,Wayne County,Michigan,Midwest,42.3242,-83.40021,
40683,SO - 0009479,2016-08-19,Actavis Company,Export,Product 13,6,1072.0,6432.0,503.84,TN,Madison County,Tennessee,South,35.61452,-88.81395,
40684,SO - 0009113,2016-08-19,MEIJER Corp,Wholesale,Product 23,11,1172.5,12897.5,492.45,GA,Lowndes County,Georgia,South,30.8327,-83.27849,
40685,SO - 000442,2016-08-19,Nexus Group,Export,Product 21,12,3832.4,45988.8,3104.244,CA,Ventura County,California,West,34.21639,-119.0376,
40686,SO - 000843,2016-08-19,Linkbuzz Ltd,Wholesale,Product 17,10,964.8000000000001,9648.0,665.712,IN,Monroe County,Indiana,Midwest,39.11904,-86.51979,
40687,SO - 0001057,2016-08-19,Thoughtmix Ltd,Export,Product 10,12,2224.4,26692.800000000003,1890.74,CA,Sacramento County,California,West,38.61713,-121.32828,
40688,SO - 0002007,2016-08-19,Trunyx Ltd,Distributor,Product 8,8,3966.4,31731.2,2379.84,IA,Warren County/Polk County,Iowa,Midwest,41.57259,-93.61024,
40689,SO - 0002272,2016-08-19,Ozu Ltd,Distributor,Product 25,12,1139.0,13668.0,785.91,IL,Will County,Illinois,Midwest,41.59381,-88.19968,
40690,SO - 0004344,2016-08-19,State Ltd,Distributor,Product 6,8,5447.1,43576.8,2723.55,FL,Lee County,Florida,South,26.64063,-81.87231,
40691,SO - 0009894,2016-08-19,Wordtune Company,Wholesale,Product 26,9,3095.4,27858.600000000002,1392.93,WA,King County,Washington,West,47.68149,-122.20874,
40692,SO - 000165,2016-08-20,Twinte Group,Distributor,Product 3,5,1058.6000000000001,5293.000000000001,751.6060000000001,AR,Craighead County,Arkansas,South,35.8423,-90.70428,
40693,SO - 000472,2016-08-20,NARS Group,Wholesale,Product 13,12,1768.8,21225.6,831.3359999999999,MS,DeSoto County,Mississippi,South,34.98898,-90.01259,
40694,SO - 0001206,2016-08-20,Mydo Corp,Wholesale,Product 6,9,5165.7,46491.299999999996,4029.246,MI,Kent County,Michigan,Midwest,42.91336,-85.70531,
40695,SO - 0001414,2016-08-20,Oba Company,Wholesale,Product 25,11,1092.1000000000001,12013.100000000002,797.2330000000001,LA,Bossier Parish,Louisiana,South,32.51599,-93.73212,
40696,SO - 0002902,2016-08-20,Kare Corp,Wholesale,Product 25,7,1902.8,13319.6,1331.9599999999998,AZ,Maricopa County/Yavapai County,Arizona,West,33.7862,-112.30801,
40697,SO - 0003764,2016-08-20,General Company,Wholesale,Product 16,8,1025.1000000000001,8200.800000000001,584.307,NJ,Hudson County,New Jersey,Northeast,40.78788,-74.01431,
40698,SO - 0005292,2016-08-20,Pacific Ltd,Distributor,Product 14,6,1092.1000000000001,6552.6,753.5490000000001,FL,Brevard County,Florida,South,28.08363,-80.60811,
40699,SO - 0007250,2016-08-20,NARS Group,Wholesale,Product 25,5,1775.5,8877.5,1083.055,WA,Spokane County,Washington,West,47.67323,-117.23937,
40700,SO - 0008773,2016-08-20,Geiss Company,Export,Product 2,5,227.8,1139.0,186.796,FL,Broward County,Florida,South,26.06287,-80.2331,
40701,SO - 0010535,2016-08-20,ALK-Abello Ltd,Wholesale,Product 10,12,1715.2,20582.4,874.7520000000001,GA,Fulton County,Georgia,South,33.92427,-84.37854,
40702,SO - 0010602,2016-08-20,CARDINAL Group,Distributor,Product 15,6,2592.9,15557.400000000001,2100.2490000000003,FL,Orange County,Florida,South,28.53834,-81.37924,
40703,SO - 0009413,2016-08-20,SAFEWAY Ltd,Distributor,Product 4,7,3845.8,26920.600000000002,1538.3200000000002,GA,Fulton County,Georgia,South,34.07538,-84.29409,
40704,SO - 0001358,2016-08-20,Avavee Group,Wholesale,Product 13,8,871.0,6968.0,600.99,CO,Weld County,Colorado,West,40.42331,-104.70913,
40705,SO - 0005813,2016-08-20,Organon Corp,Wholesale,Product 13,7,1159.1000000000001,8113.700000000001,788.1880000000001,MI,Ottawa County,Michigan,Midwest,42.90538,-85.8446,
40706,SO - 0009199,2016-08-20,Zava Group,Wholesale,Product 17,6,6277.900000000001,37667.4,4959.541000000001,NJ,Hudson County,New Jersey,Northeast,40.79416,-74.02495,
40707,SO - 0003620,2016-08-20,EMD Group,Wholesale,Product 3,10,6117.1,61171.0,3792.6020000000003,CT,Fairfield County,Connecticut,Northeast,41.05343,-73.53873,
40708,SO - 0007466,2016-08-20,Pfizer Corp,Export,Product 26,7,3296.4,23074.8,2340.444,MD,Montgomery County,Maryland,South,39.14344,-77.20137,
